frente_m,log_area,area_const_m2,pendiente_grados,predio_join
False,False,False,False,605998
False,False,False,False,606130
False,False,False,False,606148
False,False,False,False,606890
True,True,True,False,606895
False,False,False,False,607328
False,False,False,False,608746
False,False,False,False,608822
False,False,False,False,608913
False,False,False,False,609291
False,False,False,False,609606
False,False,False,False,609607
False,False,False,False,609750
False,False,False,False,609972
False,False,False,False,610070
False,False,False,False,610382
False,False,False,False,610526
False,False,False,False,610672
False,False,False,False,610715
False,False,False,False,610722
False,False,False,False,613447
False,False,False,False,613707
False,False,False,False,614370
False,False,False,False,615676
False,False,False,False,615788
False,False,False,False,616725
False,False,False,False,617266
False,False,False,False,617599
True,True,True,False,617771
False,False,False,False,617804
False,False,False,False,617960
False,False,False,False,618058
False,False,False,False,618091
False,False,False,False,618177
False,False,False,False,618230
False,False,False,False,618278
False,False,False,False,618374
False,False,False,False,618435
False,False,False,False,618857
False,False,False,False,619206
False,False,False,False,619458
False,False,False,False,619553
False,False,False,False,619564
False,False,False,False,619920
False,False,False,False,620142
False,False,False,False,620402
False,False,False,False,620705
False,False,False,False,620729
False,False,False,False,620832
False,False,False,False,620838
False,False,False,False,620852
False,False,False,False,621085
False,False,False,False,622168
False,False,False,False,622534
False,False,False,False,623068
False,False,False,False,623195
False,False,False,False,623202
False,False,False,False,623208
False,False,False,False,623630
False,False,False,False,624461
False,False,False,False,624541
False,False,False,False,624544
False,False,False,False,625527
False,False,False,False,625529
False,False,False,False,625586
False,False,False,False,625669
False,False,False,False,625867
False,False,False,False,626093
False,False,False,False,626233
False,False,False,False,626622
False,False,False,False,626670
False,False,False,False,627700
False,False,False,False,627728
False,False,False,False,628102
False,False,False,False,628223
False,False,False,False,628405
False,False,False,False,628407
False,False,False,False,628455
True,True,True,False,628492
False,False,False,False,628696
False,False,False,False,628984
False,False,False,False,629173
False,False,False,False,629343
False,False,False,False,629388
False,False,False,False,629973
False,False,False,False,630583
False,False,False,False,630924
False,False,False,False,630935
False,False,False,False,631486
False,False,False,False,632420
False,False,False,False,632616
False,False,False,False,632671
False,False,False,False,632766
False,False,False,False,632872
False,False,False,False,633008
False,False,False,False,633403
False,False,False,False,633418
False,False,False,False,633647
False,False,False,False,633772
False,False,False,False,633910
False,False,False,False,634010
False,False,False,False,634281
False,False,False,False,634889
False,False,False,False,635012
False,False,False,False,635317
False,False,False,False,635505
False,False,False,False,635707
True,True,True,True,635776
False,False,False,False,636366
False,False,False,False,636679
False,False,False,False,636993
False,False,False,False,637303
False,False,False,False,637382
False,False,False,False,637446
False,False,False,False,637504
False,False,False,False,637682
False,False,False,False,637793
False,False,False,False,637803
False,False,False,False,638030
False,False,False,False,638267
False,False,False,False,638565
True,True,True,False,638683
False,False,False,False,638794
False,False,False,False,638901
True,True,True,False,639260
False,False,False,False,639569
False,False,False,False,639633
False,False,False,False,639846
False,False,False,False,639973
False,False,False,False,639991
False,False,False,False,640029
False,False,False,False,640059
False,False,False,False,640351
False,False,False,False,640720
False,False,False,False,640922
True,True,True,False,640979
False,False,False,False,641317
False,False,False,False,642390
False,False,False,False,642694
False,False,False,False,643011
False,False,False,False,643022
False,False,False,False,643812
False,False,False,False,644170
False,False,False,False,644275
False,False,False,False,644280
False,False,False,False,645335
False,False,False,False,645528
False,False,False,False,646036
False,False,False,False,646152
False,False,False,False,646485
False,False,False,False,646513
False,False,False,False,646544
False,False,False,False,646570
False,False,False,False,646678
False,False,False,False,646749
False,False,False,False,646823
False,False,False,False,646932
False,False,False,False,646938
False,False,False,False,647226
False,False,False,False,647493
False,False,False,False,648119
False,False,False,False,648206
False,False,False,False,648249
False,False,False,False,648266
False,False,False,False,649286
False,False,False,False,649328
False,False,False,False,649742
False,False,False,False,650076
False,False,False,False,650120
True,True,True,False,650645
False,False,False,False,650967
False,False,False,False,651105
False,False,False,False,651106
False,False,False,False,651113
False,False,False,False,651562
False,False,False,False,651979
False,False,False,False,651997
False,False,False,False,652156
False,False,False,False,652211
False,False,False,False,652657
False,False,False,False,652673
False,False,False,False,652690
True,True,True,True,652770
False,False,False,False,652914
False,False,False,False,653001
False,False,False,False,653469
False,False,False,False,653995
False,False,False,False,654243
False,False,False,False,654618
False,False,False,False,654664
False,False,False,False,655796
False,False,False,False,655805
False,False,False,False,656071
False,False,False,False,656268
False,False,False,False,656505
False,False,False,False,656555
False,False,False,False,656582
False,False,False,False,656800
False,False,False,False,656818
False,False,False,False,657056
False,False,False,False,657225
False,False,False,False,657235
True,True,True,False,661124
False,False,False,False,661232
False,False,False,False,661292
False,False,False,False,661582
False,False,False,False,661823
False,False,False,False,662082
False,False,False,False,662522
False,False,False,False,663076
False,False,False,False,663368
False,False,False,False,663508
False,False,False,False,663590
False,False,False,True,664036
False,False,False,False,664108
False,False,False,False,664397
False,False,False,False,664488
False,False,False,False,664490
False,False,False,False,664586
False,False,False,False,664588
False,False,False,False,664945
False,False,False,False,665110
False,False,False,False,665123
False,False,False,False,665150
False,False,False,False,665334
False,False,False,False,665913
False,False,False,False,665921
False,False,False,False,666087
False,False,False,False,666198
False,False,False,False,666813
False,False,False,False,666859
False,False,False,False,667649
False,False,False,False,667679
False,False,False,False,668054
True,True,True,False,668061
False,False,False,False,668154
False,False,False,False,668176
False,False,False,False,669546
False,False,False,False,669573
False,False,False,False,670275
False,False,False,False,670351
False,False,False,False,670395
False,False,False,False,670867
False,False,False,False,670978
False,False,False,False,671179
False,False,False,False,671366
False,False,False,False,671751
False,False,False,False,672363
False,False,False,False,672388
False,False,False,False,672477
False,False,False,False,673376
False,False,False,False,673511
False,False,False,False,673514
False,False,False,False,673600
False,False,False,False,674819
False,False,False,False,675754
False,False,False,False,676315
False,False,False,False,676403
False,False,False,False,676539
False,False,False,False,676642
False,False,False,False,676645
False,False,False,False,676689
False,False,False,False,676787
False,False,False,False,676804
False,False,False,False,676882
False,False,False,False,677479
True,True,True,False,677793
False,False,False,False,677794
False,False,False,False,678027
False,False,False,False,678128
True,True,True,True,678495
False,False,False,False,678496
False,False,False,False,678559
False,False,False,False,678994
False,False,False,False,678997
False,False,False,False,679286
False,False,False,False,679292
False,False,False,False,679298
False,False,False,False,679340
False,False,False,False,679534
False,False,False,False,679569
False,False,False,False,679631
False,False,False,False,679803
False,False,False,False,680050
False,False,False,False,680943
False,False,False,False,680946
False,False,False,False,681455
False,False,False,False,681738
False,False,False,False,681939
False,False,False,False,682269
False,False,False,False,682271
False,False,False,False,682301
False,False,False,True,682370
False,False,False,False,682886
False,False,False,False,683034
False,False,False,False,683627
False,False,False,False,683714
False,False,False,False,684200
False,False,False,False,684239
False,False,False,False,684278
False,False,False,False,684870
False,False,False,False,685729
False,False,False,False,685761
False,False,False,False,685814
False,False,False,False,685878
False,False,False,False,685987
False,False,False,False,686426
False,False,False,False,686740
False,False,False,False,686743
False,False,False,False,686747
False,False,False,False,686776
False,False,False,False,686918
False,False,False,False,687002
False,False,False,False,687085
False,False,False,False,687209
False,False,False,False,687252
False,False,False,False,687258
False,False,False,False,687971
False,False,False,False,687972
False,False,False,False,688097
False,False,False,False,688109
False,False,False,False,688422
False,False,False,False,688622
False,False,False,False,688824
False,False,False,False,689639
False,False,False,False,689640
False,False,False,False,689695
False,False,False,False,689705
False,False,False,False,689785
False,False,False,False,690646
False,False,False,False,691233
True,True,True,True,691339
False,False,False,False,691358
False,False,False,False,692349
False,False,False,False,692899
False,False,False,False,692927
False,False,False,False,693353
False,False,False,False,693591
False,False,False,False,693909
False,False,False,False,693912
False,False,False,False,693949
False,False,False,False,694034
False,False,False,False,694059
False,False,False,False,694097
False,False,False,False,694903
False,False,False,False,695573
False,False,False,False,695658
False,False,False,False,696347
False,False,False,False,697072
False,False,False,False,697093
True,True,True,False,698564
False,False,False,False,699822
False,False,False,False,700244
False,False,False,False,700284
False,False,False,False,700443
False,False,False,False,763617
False,False,False,False,763750
False,False,False,False,763815
False,False,False,False,765520
False,False,False,False,765602
False,False,False,False,766227
False,False,False,False,766483
False,False,False,False,766787
False,False,False,False,767161
False,False,False,False,767212
False,False,False,False,767269
False,False,False,False,767303
False,False,False,False,767574
False,False,False,False,767910
False,False,False,False,767917
False,False,False,False,768208
False,False,False,False,768356
False,False,False,False,768367
False,False,False,False,768470
False,False,False,False,768802
False,False,False,False,769029
False,False,False,False,769353
False,False,False,False,769567
False,False,False,False,769836
False,False,False,False,769916
False,False,False,False,769971
False,False,False,False,770058
False,False,False,False,770155
False,False,False,False,770224
False,False,False,False,770599
False,False,False,False,771380
False,False,False,False,771393
False,False,False,False,771505
False,False,False,False,771736
False,False,False,False,771962
False,False,False,False,772009
False,False,False,False,774452
False,False,False,False,774462
False,False,False,False,776045
False,False,False,False,776109
False,False,False,False,776275
False,False,False,False,776338
False,False,False,False,776362
False,False,False,False,777171
False,False,False,False,777195
False,False,False,False,777343
False,False,False,False,777355
False,False,False,False,777356
False,False,False,False,777357
False,False,False,False,777358
False,False,False,False,777698
False,False,False,False,777717
False,False,False,False,778320
False,False,False,False,778445
False,False,False,False,778630
False,False,False,False,778639
False,False,False,False,778704
False,False,False,False,778742
False,False,False,False,778774
False,False,False,False,778786
False,False,False,False,778860
False,False,False,False,779163
False,False,False,False,779181
False,False,False,False,779285
False,False,False,False,779385
False,False,False,False,779567
False,False,False,False,779613
False,False,False,False,779650
False,False,False,False,779875
False,False,False,False,779910
False,False,False,False,780202
False,False,False,False,780344
False,False,False,False,780820
False,False,False,False,780971
False,False,False,False,782427
False,False,False,False,782455
False,False,False,False,782464
False,False,False,False,783512
False,False,False,False,783542
False,False,False,False,783751
False,False,False,False,783771
False,False,False,False,784428
False,False,False,False,784910
False,False,False,False,784933
False,False,False,False,785195
False,False,False,False,785196
False,False,False,False,785200
False,False,False,False,785214
False,False,False,False,785231
False,False,False,False,786128
False,False,False,False,786853
False,False,False,False,787077
False,False,False,False,787106
False,False,False,False,787211
False,False,False,False,787220
False,False,False,False,787284
False,False,False,False,787317
False,False,False,False,787332
False,False,False,False,787504
False,False,False,False,787514
False,False,False,False,787531
False,False,False,False,787983
False,False,False,False,787998
False,False,False,False,788079
False,False,False,False,788236
False,False,False,False,788248
False,False,False,False,788357
False,False,False,False,788461
False,False,False,False,788664
False,False,False,False,789471
False,False,False,False,790023
False,False,False,False,790071
False,False,False,False,790586
False,False,False,False,790647
False,False,False,False,790781
False,False,False,False,790895
False,False,False,False,791067
False,False,False,False,791089
False,False,False,False,791250
False,False,False,False,791474
False,False,False,False,791549
False,False,False,False,792003
False,False,False,False,792420
False,False,False,False,792871
False,False,False,False,793245
False,False,False,False,793248
False,False,False,False,793270
False,False,False,False,793470
False,False,False,False,793544
True,True,True,True,793721
False,False,False,False,793903
False,False,False,False,793943
False,False,False,False,793971
False,False,False,False,793992
False,False,False,False,794379
False,False,False,False,794380
False,False,False,False,794714
False,False,False,False,794765
False,False,False,False,794766
False,False,False,False,795240
False,False,False,False,795314
False,False,False,False,795464
False,False,False,False,795582
False,False,False,False,795690
False,False,False,False,795701
False,False,False,False,795736
False,False,False,False,796194
False,False,False,False,796428
False,False,False,False,796757
False,False,False,False,796763
False,False,False,False,796872
False,False,False,False,796876
False,False,False,False,796893
False,False,False,False,796943
False,False,False,False,796977
False,False,False,False,797016
False,False,False,False,797317
False,False,False,False,797558
False,False,False,False,798097
False,False,False,False,798119
False,False,False,False,798173
False,False,False,False,798589
False,False,False,False,799124
False,False,False,False,799261
False,False,False,False,799262
False,False,False,False,799263
False,False,False,False,799628
False,False,False,False,799676
False,False,False,False,799954
False,False,False,False,800131
False,False,False,False,800227
False,False,False,False,805506
True,True,True,True,844090
False,False,False,False,889012
False,False,False,False,889021
False,False,False,False,889033
False,False,False,False,889037
False,False,False,False,998813
False,False,False,False,998955
False,False,False,False,1003521
False,False,False,False,1003967
False,False,False,False,1200508
False,False,False,False,1200574
False,False,False,False,1200578
False,False,False,False,1200590
False,False,False,False,1200940
False,False,False,False,1200958
False,False,False,False,1201107
False,False,False,False,1201316
False,False,False,False,1201449
False,False,False,False,1201575
False,False,False,False,1201576
False,False,False,False,1201619
False,False,False,False,1201786
False,False,False,False,1201935
False,False,False,False,1201940
False,False,False,False,1201964
False,False,False,False,1201968
False,False,False,False,1201970
False,False,False,False,1202385
False,False,False,False,1203407
False,False,False,False,1203641
False,False,False,False,1203697
False,False,False,False,1204009
False,False,False,False,1204065
False,False,False,False,1204620
False,False,False,False,1204667
False,False,False,False,1205086
False,False,False,False,1205133
False,False,False,False,1205198
False,False,False,False,1205263
False,False,False,False,1205307
False,False,False,False,1206070
False,False,False,False,1206071
False,False,False,False,1206072
False,False,False,False,1206255
False,False,False,False,1206292
True,True,True,False,1206297
True,True,True,False,1207178
False,False,False,False,1207437
False,False,False,False,1207485
False,False,False,False,1207901
False,False,False,False,1207921
False,False,False,False,1207926
False,False,False,False,1208531
False,False,False,False,1208577
False,False,False,False,1208692
False,False,False,False,1208742
False,False,False,False,1208988
False,False,False,False,1209249
False,False,False,False,1209266
False,False,False,False,1209348
False,False,False,False,1209428
False,False,False,False,1209429
False,False,False,False,1210322
False,False,False,False,1210342
False,False,False,False,1210911
False,False,False,False,1211220
False,False,False,False,1211314
False,False,False,False,1212961
False,False,False,False,1213164
False,False,False,False,1213165
False,False,False,False,1213307
False,False,False,False,1213553
False,False,False,False,1213881
False,False,False,False,1214943
False,False,False,False,1215195
False,False,False,False,1215576
False,False,False,False,1217217
False,False,False,False,1217230
False,False,False,False,1217433
False,False,False,False,1218244
False,False,False,False,1218287
False,False,False,False,1218602
False,False,False,False,1218656
False,False,False,False,1219988
False,False,False,False,1220486
False,False,False,False,1220541
False,False,False,False,1220590
False,False,False,False,1220639
False,False,False,False,1220916
False,False,False,False,1220944
False,False,False,False,1221316
False,False,False,False,1221528
False,False,False,False,1221842
False,False,False,False,1222071
False,False,False,False,1222167
False,False,False,False,1222341
False,False,False,False,1222621
False,False,False,False,1222691
False,False,False,False,1222739
False,False,False,False,1222748
False,False,False,False,1222751
False,False,False,False,1223114
False,False,False,False,1223390
False,False,False,False,1224169
False,False,False,False,1224601
False,False,False,False,1225280
False,False,False,False,1225326
False,False,False,False,1226008
False,False,False,False,1227247
False,False,False,False,1227690
False,False,False,False,1229075
False,False,False,False,1229087
False,False,False,False,1229166
False,False,False,False,1229284
False,False,False,False,1229840
False,False,False,False,1231561
False,False,False,False,1231577
False,False,False,False,1232395
False,False,False,False,1232397
False,False,False,False,1232955
False,False,False,False,1233344
False,False,False,False,1233384
False,False,False,False,1233618
False,False,False,False,1233622
False,False,False,False,1234902
False,False,False,False,1235023
False,False,False,False,1235036
False,False,False,False,1235074
False,False,False,False,1235660
False,False,False,False,1236645
False,False,False,False,1237588
False,False,False,False,1237748
False,False,False,False,1237801
False,False,False,False,1237876
False,False,False,False,1237908
False,False,False,False,1237911
False,False,False,False,1237913
False,False,False,False,1238146
False,False,False,False,1238629
False,False,False,False,1238785
False,False,False,False,1238920
False,False,False,False,1239394
False,False,False,False,1241098
False,False,False,False,1241751
False,False,False,False,1241991
False,False,False,False,1242014
False,False,False,False,1242117
False,False,False,False,1242530
False,False,False,False,1243009
False,False,False,False,1243382
False,False,False,False,1243468
False,False,False,False,1243519
False,False,False,False,1243595
False,False,False,False,1243936
False,False,False,False,1243953
False,False,False,False,1244023
False,False,False,False,1244138
False,False,False,False,1244335
False,False,False,False,1244458
False,False,False,False,1244708
False,False,False,False,1245583
False,False,False,False,1245585
False,False,False,False,1245875
False,False,False,False,1246780
False,False,False,False,1247033
False,False,False,False,1247038
False,False,False,False,1247458
False,False,False,False,1247569
False,False,False,False,1248281
False,False,False,False,1248709
False,False,False,False,1248988
False,False,False,False,1249071
False,False,False,False,1249094
False,False,False,False,1249125
False,False,False,False,1249293
False,False,False,False,1249298
False,False,False,False,1249610
False,False,False,False,1249661
False,False,False,False,1250188
False,False,False,False,1250200
False,False,False,False,1250223
False,False,False,False,1251259
False,False,False,False,1251530
False,False,False,False,1251962
False,False,False,False,1252463
False,False,False,False,1252798
False,False,False,False,1253643
False,False,False,False,1254115
False,False,False,False,1254193
False,False,False,False,1254255
False,False,False,False,1254531
False,False,False,False,1254577
False,False,False,False,1255913
False,False,False,False,1256352
False,False,False,False,1256407
False,False,False,False,1256657
False,False,False,False,1256704
False,False,False,False,1258080
False,False,False,False,1258350
False,False,False,False,1258666
False,False,False,False,1258815
False,False,False,False,1259777
False,False,False,False,1260011
False,False,False,False,1260408
False,False,False,False,1260513
False,False,False,False,1260551
False,False,False,False,1261681
False,False,False,False,1262549
False,False,False,False,1262728
False,False,False,False,1263306
False,False,False,False,1264246
False,False,False,False,1264482
False,False,False,False,1264596
False,False,False,False,1264661
False,False,False,False,1264664
False,False,False,False,1264912
False,False,False,False,1265891
False,False,False,False,1266166
False,False,False,False,1266181
False,False,False,False,1266187
False,False,False,False,1268060
False,False,False,False,1268391
False,False,False,False,1268478
False,False,False,False,1268531
False,False,False,False,1268821
False,False,False,False,1269039
False,False,False,False,1269476
False,False,False,False,1269625
False,False,False,False,1269626
False,False,False,False,1270386
False,False,False,False,1270503
False,False,False,False,1270587
False,False,False,False,1270653
False,False,False,False,1272210
False,False,False,False,1272290
False,False,False,False,1272599
False,False,False,False,1272603
False,False,False,False,1272799
False,False,False,False,1273125
False,False,False,False,1273487
False,False,False,False,1273900
False,False,False,False,1274137
False,False,False,False,1274223
False,False,False,False,1274292
False,False,False,False,1274534
False,False,False,False,1274872
False,False,False,False,1275414
False,False,False,False,1276307
False,False,False,False,1276628
False,False,False,False,1276800
False,False,False,False,1276811
False,False,False,False,1277066
False,False,False,False,1277158
False,False,False,False,1277319
False,False,False,False,1277326
False,False,False,False,1277442
False,False,False,False,1277480
False,False,False,False,1277524
False,False,False,False,1278110
False,False,False,False,1278119
False,False,False,False,1278203
False,False,False,False,1278309
False,False,False,False,1279025
False,False,False,False,1279136
False,False,False,False,1279314
False,False,False,False,1279561
False,False,False,False,1279838
False,False,False,False,1279846
False,False,False,False,1279851
False,False,False,False,1279962
False,False,False,False,1280041
False,False,False,False,1280143
False,False,False,False,1280479
False,False,False,False,1280638
False,False,False,False,1280999
False,False,False,False,1281032
False,False,False,False,1281114
True,True,True,False,1281777
False,False,False,False,1281907
False,False,False,False,1282001
False,False,False,False,1282882
False,False,False,False,1283029
False,False,False,False,1283267
False,False,False,False,1283582
False,False,False,False,1283669
False,False,False,False,1283708
False,False,False,False,1284051
False,False,False,False,1284180
False,False,False,False,1284184
False,False,False,False,1284384
False,False,False,False,1284400
False,False,False,False,1285149
False,False,False,False,1285786
False,False,False,False,1285998
False,False,False,False,1286578
False,False,False,False,1286890
False,False,False,False,1287060
False,False,False,False,1287157
False,False,False,False,1287517
False,False,False,False,1287987
False,False,False,False,1288005
False,False,False,False,1288170
False,False,False,False,1288232
True,True,True,False,1290028
False,False,False,False,1290030
False,False,False,False,1290258
False,False,False,False,1290265
False,False,False,False,1290592
False,False,False,False,1290785
False,False,False,False,1291245
False,False,False,False,1291695
False,False,False,False,1291962
False,False,False,False,1292071
False,False,False,False,1292184
False,False,False,False,1292397
False,False,False,False,1292911
False,False,False,False,1293213
False,False,False,False,1293214
False,False,False,False,1293215
False,False,False,False,1293551
False,False,False,False,1294425
False,False,False,False,1294501
False,False,False,False,1294630
False,False,False,False,1294816
False,False,False,False,1295074
False,False,False,False,1295093
False,False,False,False,1295221
False,False,False,False,1295243
False,False,False,False,1295395
False,False,False,False,1295408
False,False,False,False,1295443
False,False,False,False,1295718
False,False,False,False,1295928
False,False,False,False,1296138
False,False,False,False,1296672
False,False,False,False,1296691
False,False,False,False,1297058
False,False,False,False,1297256
False,False,False,False,1297263
False,False,False,False,1297272
False,False,False,False,1297352
False,False,False,False,1297716
False,False,False,False,1299142
False,False,False,False,1299466
False,False,False,False,1299866
False,False,False,False,1300242
False,False,False,False,1300277
False,False,False,False,1300577
False,False,False,False,1301509
False,False,False,False,1301756
False,False,False,False,1301892
False,False,False,False,1301947
False,False,False,False,1302373
False,False,False,False,1303133
False,False,False,False,1303343
False,False,False,False,1303344
False,False,False,False,1303359
False,False,False,False,1303383
False,False,False,False,1303713
False,False,False,False,1303950
False,False,False,False,1303997
False,False,False,False,1304336
False,False,False,False,1304666
False,False,False,False,1304680
False,False,False,False,1304697
False,False,False,False,1304804
False,False,False,False,1304813
False,False,False,False,1304994
False,False,False,False,1305202
False,False,False,False,1305216
False,False,False,False,1305331
False,False,False,False,1305349
False,False,False,False,1305527
False,False,False,False,1305597
False,False,False,False,1305792
False,False,False,False,1306089
False,False,False,False,1306713
False,False,False,False,1306723
False,False,False,False,1306828
False,False,False,False,1307149
False,False,False,False,1307173
False,False,False,False,1308015
False,False,False,False,1308016
False,False,False,False,1308025
False,False,False,False,1308034
False,False,False,False,1308102
False,False,False,False,1308110
False,False,False,False,1308146
False,False,False,False,1308153
False,False,False,False,1308223
False,False,False,False,1308420
False,False,False,False,1308631
False,False,False,False,1308673
False,False,False,False,1308782
False,False,False,False,1308946
False,False,False,False,1309146
False,False,False,False,1309213
False,False,False,False,1309453
False,False,False,False,1309474
False,False,False,False,1309620
False,False,False,False,1310867
False,False,False,False,1310985
False,False,False,False,1310991
False,False,False,False,1311127
False,False,False,False,1311210
False,False,False,False,1311327
False,False,False,False,1311380
False,False,False,False,1311784
False,False,False,False,1311844
False,False,False,False,1311879
False,False,False,False,1311894
False,False,False,False,1311959
False,False,False,False,1312176
False,False,False,False,1312218
False,False,False,False,1312254
False,False,False,False,1312260
False,False,False,False,1312362
False,False,False,False,1312763
False,False,False,False,1312771
False,False,False,False,1313796
False,False,False,False,1313831
False,False,False,False,1314279
False,False,False,False,1314312
False,False,False,False,1314540
False,False,False,False,1315174
False,False,False,False,1315281
False,False,False,False,1315352
False,False,False,False,1315450
False,False,False,False,1316089
False,False,False,False,1316240
False,False,False,False,1316777
False,False,False,False,1316925
False,False,False,False,1317092
False,False,False,False,1317101
False,False,False,False,1317163
False,False,False,False,1317254
False,False,False,False,1317469
False,False,False,False,1317528
False,False,False,False,1317830
False,False,False,False,1318099
False,False,False,False,1318252
False,False,False,False,1318281
False,False,False,False,1318378
False,False,False,False,1318650
False,False,False,False,1318653
False,False,False,False,1318675
False,False,False,False,1318680
False,False,False,False,1318881
False,False,False,False,1319018
False,False,False,False,1319471
False,False,False,False,1319510
False,False,False,False,1319606
False,False,False,False,1319643
False,False,False,False,1319646
False,False,False,False,1319655
False,False,False,False,1319828
False,False,False,False,1319984
True,True,True,True,1320007
False,False,False,False,1320158
False,False,False,False,1320210
False,False,False,False,1320329
False,False,False,False,1320429
False,False,False,False,1320492
False,False,False,False,1320722
False,False,False,False,1320865
False,False,False,False,1321235
False,False,False,False,1321497
False,False,False,False,1321699
False,False,False,False,1322270
False,False,False,False,1322311
False,False,False,False,1322535
False,False,False,False,1322636
False,False,False,False,1323058
False,False,False,False,1323287
False,False,False,False,1323305
False,False,False,False,1323374
False,False,False,False,1325031
False,False,False,False,1326370
False,False,False,False,1327129
False,False,False,False,1327229
False,False,False,False,1328781
False,False,False,False,1328991
False,False,False,False,1330065
False,False,False,False,1330514
False,False,False,False,1330517
False,False,False,False,1331565
False,False,False,False,1331647
False,False,False,False,1331808
False,False,False,False,1332387
False,False,False,False,1332394
False,False,False,False,1332756
False,False,False,False,1333243
False,False,False,False,1333293
False,False,False,False,1333303
False,False,False,False,1333571
False,False,False,False,1333794
False,False,False,False,1334230
True,True,True,False,1334487
False,False,False,False,1334986
False,False,False,False,1336073
False,False,False,False,1336302
False,False,False,False,1336377
False,False,False,False,1336449
False,False,False,False,1336565
False,False,False,False,1337174
False,False,False,False,1337414
False,False,False,False,1337567
False,False,False,False,1337774
False,False,False,False,1337785
False,False,False,False,1337789
False,False,False,False,1337793
False,False,False,False,1337872
False,False,False,False,1337936
False,False,False,False,1337937
False,False,False,False,1338158
False,False,False,False,1338263
False,False,False,False,1339030
False,False,False,False,1339184
False,False,False,False,1339384
False,False,False,False,1339814
False,False,False,False,1340696
False,False,False,False,1340711
False,False,False,False,1340784
False,False,False,False,1340793
False,False,False,False,1341053
False,False,False,False,1341411
False,False,False,False,1342013
False,False,False,False,1342124
False,False,False,False,1342147
False,False,False,False,1342412
False,False,False,False,1342516
False,False,False,False,1342901
False,False,False,False,1343880
False,False,False,False,1343883
False,False,False,False,1343898
False,False,False,False,1343970
False,False,False,False,1344114
False,False,False,False,1345057
False,False,False,False,1345349
False,False,False,False,1345743
False,False,False,False,1345804
False,False,False,False,1345813
False,False,False,False,1345924
False,False,False,False,1346197
False,False,False,False,1346712
False,False,False,False,1346734
False,False,False,False,1346903
False,False,False,False,1347130
False,False,False,False,1347167
False,False,False,False,1347210
False,False,False,False,1347211
False,False,False,False,1347419
False,False,False,False,1347421
False,False,False,False,1347551
False,False,False,False,1347571
False,False,False,False,1347661
False,False,False,False,1347665
False,False,False,False,1347932
False,False,False,False,1347975
False,False,False,False,1347995
False,False,False,False,1348233
False,False,False,False,1348873
False,False,False,False,1349156
False,False,False,False,1349482
False,False,False,False,1349705
False,False,False,False,1349708
False,False,False,False,1349874
False,False,False,False,1349967
False,False,False,False,1350005
False,False,False,False,1350016
False,False,False,False,1350212
False,False,False,False,1350364
False,False,False,False,1350374
False,False,False,False,1351193
False,False,False,False,1351196
False,False,False,False,1351197
False,False,False,False,1351363
False,False,False,False,1351364
False,False,False,False,1351366
False,False,False,False,1351487
False,False,False,False,1351520
False,False,False,False,1351608
False,False,False,False,1351909
False,False,False,False,1352908
False,False,False,False,1353580
False,False,False,False,1353730
False,False,False,False,1353883
False,False,False,False,1354107
False,False,False,False,1354143
False,False,False,False,1355034
False,False,False,False,1355162
False,False,False,False,1355949
False,False,False,False,1355950
False,False,False,False,1356237
True,True,True,False,1356240
False,False,False,False,1356393
False,False,False,False,1356487
False,False,False,False,1356621
False,False,False,False,1356883
False,False,False,False,1357225
False,False,False,False,1357610
False,False,False,False,1358592
False,False,False,False,1358855
False,False,False,False,1359413
False,False,False,False,1360427
False,False,False,False,1360456
False,False,False,False,1360461
False,False,False,False,1360503
False,False,False,False,1360505
False,False,False,False,1360708
False,False,False,False,1360888
False,False,False,False,1360889
False,False,False,False,1360936
False,False,False,False,1360939
False,False,False,False,1360991
False,False,False,False,1361005
False,False,False,False,1361851
False,False,False,False,1362240
False,False,False,False,1362692
False,False,False,False,1362777
False,False,False,False,1362805
False,False,False,False,1362823
False,False,False,False,1362877
False,False,False,False,1362915
False,False,False,False,1362927
False,False,False,False,1362948
False,False,False,False,1362961
False,False,False,False,1362967
False,False,False,False,1363010
False,False,False,False,1363011
False,False,False,False,1363018
False,False,False,False,1363119
False,False,False,False,1363122
False,False,False,False,1363140
False,False,False,False,1363315
False,False,False,False,1363363
False,False,False,False,1363379
False,False,False,False,1363383
False,False,False,False,1363455
False,False,False,False,1364177
False,False,False,False,1364324
False,False,False,False,1365123
False,False,False,False,1365158
False,False,False,False,1365538
False,False,False,False,1365539
False,False,False,False,1365849
False,False,False,False,1365973
False,False,False,False,1366277
False,False,False,False,1366560
False,False,False,False,1366701
False,False,False,False,1366706
False,False,False,False,1366840
False,False,False,False,1367093
False,False,False,False,1367780
False,False,False,False,1368714
False,False,False,False,1369259
False,False,False,False,1369903
False,False,False,False,1370440
False,False,False,False,3021970
False,False,False,False,3022037
False,False,False,False,3022242
False,False,False,False,3022273
False,False,False,False,3025227
False,False,False,False,3027302
False,False,False,False,3027769
False,False,False,True,3030990
False,False,False,False,3031531
False,False,False,False,3031536
False,False,False,False,3031567
False,False,False,False,3031710
False,False,False,False,3500336
False,False,False,False,3500342
False,False,False,False,3500436
False,False,False,False,3500494
False,False,False,False,3501008
False,False,False,False,3501026
False,False,False,False,3501089
False,False,False,False,3501155
False,False,False,False,3501310
False,False,False,False,3501397
False,False,False,False,3501561
