modelo,seeds,n_replicas,RMSE_mean,RMSE_std,MAE_mean,MAE_std,MAPE_mean,MAPE_std,R2_mean,R2_std
GNNWR,"[42, 2011, 456, 777, 2026, 99, 1234, 888, 314, 7]",10,97.8868,3.2483,48.2672,1.0941,28.2418,0.8306,0.8073,0.0127
